2024-09-02,aud,usd,0.68
2024-09-02,aud,eur,0.60
2024-09-02,aud,gbp,0.51
2024-09-02,aud,cny,4.78
2024-09-02,aud,jpy,97.39
2024-09-02,usd,eur,0.90
2024-09-02,usd,gbp,0.76
2024-09-02,usd,cny,7.11
2024-09-02,usd,jpy,144.94
2024-09-02,eur,gbp,0.84
2024-09-02,eur,cny,7.86
2024-09-02,eur,jpy,160.17
2024-09-02,gbp,cny,9.33
2024-09-02,gbp,jpy,190.08
2024-09-02,cny,jpy,20.36
2024-09-11,usd,aud,1.47
2024-09-12,aud,usd,0.67
